total-liquidity-airdrop,1
total-liquidity-presale,2
total-liquidity-marketing 2021,15
total-liquidity-team resources,2
total-liquidity-liquidity,10
total-locked-2022-q1,5
total-locked-2022-q2,5
total-locked-2022-q3,5
total-locked-2022-q4,5
total-locked-2023-q1,5
total-locked-2023-q2,5
total-locked-2023-q3,5
total-locked-2023-q4,5
total-locked-2024-q1,5
total-locked-2024-q2,5
total-locked-2024-q3,5
total-locked-2024-q4,5
total-locked-burn,10
